tax_id,tax_name,rank,num_records,median,mean
405416,Acinetobacter baumannii ACICU,below_species,1,6.00,6.00
400667,Acinetobacter baumannii ATCC 17978,below_species,1,5.00,5.00
202950,Acinetobacter baylyi,species,1,7.00,7.00
471,Acinetobacter calcoaceticus,species,1,6.00,6.00
909768,Acinetobacter calcoaceticus/baumannii complex,species_group,2,6.00,6.00
40215,Acinetobacter junii,species,1,6.00,6.00
28090,Acinetobacter lwoffii,species,1,6.00,6.00
1148157,Acinetobacter oleivorans,species,1,6.00,6.00
436717,Acinetobacter oleivorans DR1,below_species,1,6.00,6.00
40216,Acinetobacter radioresistens,species,1,6.00,6.00
108981,Acinetobacter schindleri,species,1,6.00,6.00
202954,Acinetobacter tandoii,species,1,6.00,6.00
202955,Acinetobacter tjernbergiae,species,1,6.00,6.00
202956,Acinetobacter towneri,species,1,7.00,7.00
713,Actinobacillus,genus,2,6.00,6.00
715,Actinobacillus pleuropneumoniae,species,3,6.00,6.00
434270,Actinobacillus pleuropneumoniae serovar 3,below_species,1,6.00,6.00
434271,Actinobacillus pleuropneumoniae serovar 3 str. JL03,below_below_species,1,6.00,6.00
44294,Actinobacillus pleuropneumoniae serovar 5,below_species,1,6.00,6.00
416269,Actinobacillus pleuropneumoniae serovar 5b str. L20,below_below_species,1,6.00,6.00
209841,Actinobacillus pleuropneumoniae serovar 7,below_species,1,6.00,6.00
537457,Actinobacillus pleuropneumoniae serovar 7 str. AP76,below_below_species,1,6.00,6.00
67854,Actinobacillus succinogenes,species,1,6.00,6.00
339671,Actinobacillus succinogenes 130Z,below_species,1,6.00,6.00
1760,Actinobacteria,class,4,2.50,2.38
201174,Actinobacteria,phylum,1,2.50,2.50
85003,Actinobacteridae,subclass,2,3.50,3.50
2049,Actinomycetaceae,family,2,3.00,3.00
2037,Actinomycetales,order,11,3.00,3.36
85005,Actinomycineae,suborder,1,3.00,3.00
40566,Actinosynnema,genus,1,5.00,5.00
40567,Actinosynnema mirum,species,1,5.00,5.00
446462,Actinosynnema mirum DSM 43827,below_species,1,5.00,5.00
84642,Aeromonadaceae,family,2,9.00,9.00
135624,Aeromonadales,order,1,9.00,9.00
642,Aeromonas,genus,3,10.00,9.67
644,Aeromonas hydrophila,species,1,10.00,10.00
196023,Aeromonas hydrophila subsp. hydrophila,subspecies,1,10.00,10.00
380703,Aeromonas hydrophila subsp. hydrophila ATCC 7966,below_subspecies,1,10.00,10.00
645,Aeromonas salmonicida,species,1,9.00,9.00
29491,Aeromonas salmonicida subsp. salmonicida,subspecies,1,9.00,9.00
382245,Aeromonas salmonicida subsp. salmonicida A449,below_subspecies,1,9.00,9.00
654,Aeromonas veronii,species,1,10.00,10.00
998088,Aeromonas veronii B565,below_species,1,10.00,10.00
56635,Aeropyrum,genus,1,1.00,1.00
56636,Aeropyrum pernix,species,1,1.00,1.00
272557,Aeropyrum pernix K1,below_species,1,1.00,1.00
416916,Aggregatibacter,genus,2,6.00,6.00
714,Aggregatibacter actinomycetemcomitans,species,3,6.00,6.00
754507,Aggregatibacter actinomycetemcomitans ANH9381,below_species,1,6.00,6.00
668336,Aggregatibacter actinomycetemcomitans D11S-1,below_species,1,6.00,6.00
694569,Aggregatibacter actinomycetemcomitans D7S-1,below_species,1,6.00,6.00
732,Aggregatibacter aphrophilus,species,1,6.00,6.00
634176,Aggregatibacter aphrophilus NJ8700,below_species,1,6.00,6.00
357,Agrobacterium,genus,2,3.88,3.88
1176649,Agrobacterium fabrum,species,1,4.00,4.00
176299,Agrobacterium fabrum str. C58,below_species,1,4.00,4.00
311403,Agrobacterium radiobacter K84,below_species,1,3.00,3.00
358,Agrobacterium tumefaciens,species,2,3.50,3.50
1183400,Agrobacterium tumefaciens complex,species_group,2,3.75,3.75
373,Agrobacterium vitis,species,1,4.00,4.00
311402,Agrobacterium vitis S4,below_species,1,4.00,4.00
239934,Akkermansia,genus,1,3.00,3.00
239935,Akkermansia muciniphila,species,1,3.00,3.00
349741,Akkermansia muciniphila ATCC BAA-835,below_species,1,3.00,3.00
885497,Albidiferax,genus,1,2.00,2.00
192843,Albidiferax ferrireducens,species,1,2.00,2.00
506,Alcaligenaceae,family,2,3.00,3.00
224372,Alcanivoracaceae,family,1,3.00,3.00
59753,Alcanivorax,genus,1,3.00,3.00
59754,Alcanivorax borkumensis,species,1,3.00,3.00
393595,Alcanivorax borkumensis SK2,below_species,1,3.00,3.00
186823,Alicyclobacillaceae,family,2,5.50,5.50
29330,Alicyclobacillus,genus,1,6.00,6.00
405212,Alicyclobacillus acidocaldarius,species,1,6.00,6.00
1388,Alicyclobacillus acidocaldarius subsp. acidocaldarius,subspecies,1,6.00,6.00
521098,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,below_subspecies,1,6.00,6.00
511678,Aliivibrio,genus,2,12.00,12.00
668,Aliivibrio fischeri,species,1,12.00,12.00
40269,Aliivibrio salmonicida,species,1,12.00,12.00
316275,Aliivibrio salmonicida LFI1238,below_species,1,12.00,12.00
133193,Alkalilimnicola,genus,1,2.00,2.00
351052,Alkalilimnicola ehrlichii,species,1,2.00,2.00
187272,Alkalilimnicola ehrlichii MLHE-1,below_species,1,2.00,2.00
114627,Alkaliphilus,genus,2,9.00,9.00
208226,Alkaliphilus metalliredigens,species,1,10.00,10.00
293826,Alkaliphilus metalliredigens QYMF,below_species,1,10.00,10.00
461876,Alkaliphilus oremlandii,species,1,8.00,8.00
350688,Alkaliphilus oremlandii OhILAs,below_species,1,8.00,8.00
85072,Allochromatium,genus,1,3.00,3.00
1049,Allochromatium vinosum,species,1,3.00,3.00
572477,Allochromatium vinosum DSM 180,below_species,1,3.00,3.00
28211,Alphaproteobacteria,class,9,2.00,2.00
72275,Alteromonadaceae,family,4,3.50,3.50
135622,Alteromonadales,order,7,7.00,6.57
256005,Alteromonadales genera incertae sedis,below_order,1,3.00,3.00
226,Alteromonas,genus,1,5.00,5.00
28108,Alteromonas macleodii,species,1,5.00,5.00
314275,Alteromonas macleodii str. 'Deep ecotype',below_species,1,5.00,5.00
81466,Aminobacterium,genus,1,3.00,3.00
81468,Aminobacterium colombiense,species,1,3.00,3.00
572547,Aminobacterium colombiense DSM 12261,below_species,1,3.00,3.00
42837,Ammonifex,genus,1,2.00,2.00
42838,Ammonifex degensii,species,1,2.00,2.00
429009,Ammonifex degensii KC4,below_species,1,2.00,2.00
1813,Amycolatopsis,genus,1,4.00,4.00
33910,Amycolatopsis mediterranei,species,1,4.00,4.00
749927,Amycolatopsis mediterranei U32,below_species,1,4.00,4.00
1163,Anabaena,genus,1,4.00,4.00
1172,Anabaena variabilis,species,1,4.00,4.00
240292,Anabaena variabilis ATCC 29413,below_species,1,4.00,4.00
110103,Anabaenopsis,genus,2,4.00,4.00
156213,Anabaenopsis elenkinii,species,1,4.00,4.00
165779,Anaerococcus,genus,1,4.00,4.00
33034,Anaerococcus prevotii,species,1,4.00,4.00
525919,Anaerococcus prevotii DSM 20548,below_species,1,4.00,4.00
161492,Anaeromyxobacter,genus,1,2.00,2.00
161493,Anaeromyxobacter dehalogenans,species,2,2.00,2.00
455488,Anaeromyxobacter dehalogenans 2CP-1,below_species,1,2.00,2.00
290397,Anaeromyxobacter dehalogenans 2CP-C,below_species,1,2.00,2.00
768,Anaplasma,genus,3,1.00,1.00
769,Anaplasma centrale,species,1,1.00,1.00
574556,Anaplasma centrale str. Israel,below_species,1,1.00,1.00
770,Anaplasma marginale,species,1,1.00,1.00
320483,Anaplasma marginale str. Florida,below_species,1,1.00,1.00
948,Anaplasma phagocytophilum,species,1,1.00,1.00
212042,Anaplasma phagocytophilum str. HZ,below_species,1,1.00,1.00
942,Anaplasmataceae,family,4,1.00,1.00
150247,Anoxybacillus,genus,1,8.00,8.00
33934,Anoxybacillus flavithermus,species,1,8.00,8.00
491915,Anoxybacillus flavithermus WK1,below_species,1,8.00,8.00
1175,Aphanizomenon,genus,1,5.00,5.00
1176,Aphanizomenon flos-aquae,species,1,5.00,5.00
88824,Aphanizomenon flos-aquae PCC 7905,below_species,1,5.00,5.00
2713,Aquifex,genus,2,4.00,4.00
63363,Aquifex aeolicus,species,1,2.00,2.00
224324,Aquifex aeolicus VF5,below_species,1,2.00,2.00
2714,Aquifex pyrophilus,species,1,6.00,6.00
64898,Aquificaceae,family,3,1.00,2.00
187857,Aquificae,class,1,1.50,1.50
200783,Aquificae,phylum,1,1.50,1.50
32069,Aquificales,order,2,1.50,1.50
28263,Arcanobacterium,genus,1,4.00,4.00
28264,Arcanobacterium haemolyticum,species,1,4.00,4.00
644284,Arcanobacterium haemolyticum DSM 20595,below_species,1,4.00,4.00
2157,Archaea,superkingdom,4,1.00,1.00
2232,Archaeoglobaceae,family,1,1.00,1.00
2231,Archaeoglobales,order,1,1.00,1.00
183980,Archaeoglobi,class,1,1.00,1.00
2233,Archaeoglobus,genus,3,1.00,1.00
2234,Archaeoglobus fulgidus,species,1,1.00,1.00
224325,Archaeoglobus fulgidus DSM 4304,below_species,1,1.00,1.00
84156,Archaeoglobus profundus,species,1,1.00,1.00
572546,Archaeoglobus profundus DSM 5631,below_species,1,1.00,1.00
58290,Archaeoglobus veneficus,species,1,1.00,1.00
693661,Archaeoglobus veneficus SNP6,below_species,1,1.00,1.00
28196,Arcobacter,genus,2,4.50,4.50
28197,Arcobacter butzleri,species,1,5.00,5.00
367737,Arcobacter butzleri RM4018,below_species,1,5.00,5.00
28199,Arcobacter nitrofigilis,species,1,4.00,4.00
572480,Arcobacter nitrofigilis DSM 7299,below_species,1,4.00,4.00
551759,Aromatoleum,genus,1,4.00,4.00
551760,Aromatoleum aromaticum,species,1,4.00,4.00
76114,Aromatoleum aromaticum EbN1,below_species,1,4.00,4.00
1663,Arthrobacter,genus,4,5.50,5.25
256701,Arthrobacter arilaitensis,species,1,6.00,6.00
861360,Arthrobacter arilaitensis Re117,below_species,1,6.00,6.00
43663,Arthrobacter aurescens,species,1,6.00,6.00
290340,Arthrobacter aurescens TC1,below_species,1,6.00,6.00
85085,Arthrobacter chlorophenolicus,species,1,5.00,5.00
452863,Arthrobacter chlorophenolicus A6,below_species,1,5.00,5.00
361575,Arthrobacter phenanthrenivorans,species,1,4.00,4.00
930171,Arthrobacter phenanthrenivorans Sphe3,below_species,1,4.00,4.00
1380,Atopobium,genus,1,1.00,1.00
1382,Atopobium parvulum,species,1,1.00,1.00
521095,Atopobium parvulum DSM 20469,below_species,1,1.00,1.00
6,Azorhizobium,genus,1,3.00,3.00
7,Azorhizobium caulinodans,species,1,3.00,3.00
438753,Azorhizobium caulinodans ORS 571,below_species,1,3.00,3.00
191,Azospirillum,genus,1,9.00,9.00
193,Azospirillum lipoferum,species,1,9.00,9.00
137722,Azospirillum sp. B510,below_species,1,9.00,9.00
352,Azotobacter,genus,1,6.00,6.00
351,Azotobacter group,subfamily,1,6.00,6.00
354,Azotobacter vinelandii,species,1,6.00,6.00
322710,Azotobacter vinelandii DJ,below_species,1,6.00,6.00
186817,Bacillaceae,family,5,8.00,8.50
1385,Bacillales,order,6,6.75,7.75
539742,Bacillales Family XII. Incertae Sedis,below_below_order,1,9.00,9.00
539002,Bacillales incertae sedis,below_order,1,9.00,9.00
91061,Bacilli,class,2,5.88,5.88
1386,Bacillus,genus,9,8.00,8.78
1390,Bacillus amyloliquefaciens,species,2,10.00,10.00
692420,Bacillus amyloliquefaciens DSM 7,below_subspecies,1,10.00,10.00
326423,Bacillus amyloliquefaciens FZB42,below_subspecies,1,10.00,10.00
1054405,Bacillus amyloliquefaciens subsp. amyloliquefaciens,subspecies,1,10.00,10.00
1054400,Bacillus amyloliquefaciens subsp. plantarum,subspecies,1,10.00,10.00
1392,Bacillus anthracis,species,5,11.00,11.00
261594,Bacillus anthracis str. 'Ames Ancestor',below_species,1,11.00,11.00
592021,Bacillus anthracis str. A0248,below_species,1,11.00,11.00
198094,Bacillus anthracis str. Ames,below_species,1,11.00,11.00
568206,Bacillus anthracis str. CDC 684,below_species,1,11.00,11.00
260799,Bacillus anthracis str. Sterne,below_species,1,11.00,11.00
1452,Bacillus atrophaeus,species,1,7.00,7.00
720555,Bacillus atrophaeus 1942,below_species,1,7.00,7.00
1413,Bacillus cellulosilyticus,species,1,10.00,10.00
649639,Bacillus cellulosilyticus DSM 2522,below_species,1,10.00,10.00
1396,Bacillus cereus,species,13,13.00,12.92
572264,Bacillus cereus 03BB102,below_species,1,14.00,14.00
405534,Bacillus cereus AH187,below_species,1,14.00,14.00
405535,Bacillus cereus AH820,below_species,1,12.00,12.00
222523,Bacillus cereus ATCC 10987,below_species,1,12.00,12.00
226900,Bacillus cereus ATCC 14579,below_species,1,13.00,13.00
405532,Bacillus cereus B4264,below_species,1,14.00,14.00
288681,Bacillus cereus E33L,below_species,1,13.00,13.00
347495,Bacillus cereus F837/76,below_species,1,12.00,12.00
405531,Bacillus cereus G9842,below_species,1,13.00,13.00
334406,Bacillus cereus NC7401,below_species,1,14.00,14.00
361100,Bacillus cereus Q1,below_species,1,13.00,13.00
1179100,Bacillus cereus biovar anthracis,below_species,1,11.00,11.00
637380,Bacillus cereus biovar anthracis str. CI,below_below_species,1,11.00,11.00
86661,Bacillus cereus group,species_group,5,13.00,13.00
79880,Bacillus clausii,species,1,7.00,7.00
66692,Bacillus clausii KSM-K16,below_species,1,7.00,7.00
580165,Bacillus cytotoxicus,species,1,13.00,13.00
315749,Bacillus cytotoxicus NVH 391-98,below_species,1,13.00,13.00
86665,Bacillus halodurans,species,1,8.00,8.00
272558,Bacillus halodurans C-125,below_species,1,8.00,8.00
1402,Bacillus licheniformis,species,1,7.00,7.00
279010,Bacillus licheniformis DSM 13 = ATCC 14580,below_species,1,7.00,7.00
1404,Bacillus megaterium,species,2,11.50,11.50
592022,Bacillus megaterium DSM 319,below_species,1,11.00,11.00
545693,Bacillus megaterium QM B1551,below_species,1,12.00,12.00
79885,Bacillus pseudofirmus,species,1,7.00,7.00
398511,Bacillus pseudofirmus OF4,below_species,1,7.00,7.00
1408,Bacillus pumilus,species,1,7.00,7.00
315750,Bacillus pumilus SAFR-032,below_species,1,7.00,7.00
85683,Bacillus selenitireducens,species,1,7.00,7.00
439292,Bacillus selenitireducens MLS10,below_species,1,7.00,7.00
1423,Bacillus subtilis,species,3,10.00,9.33
936156,Bacillus subtilis BSn5,below_species,1,10.00,10.00
653685,Bacillus subtilis group,species_group,4,8.50,8.50
96241,Bacillus subtilis subsp. spizizenii,subspecies,1,8.00,8.00
655816,Bacillus subtilis subsp. spizizenii str. W23,below_subspecies,1,8.00,8.00
135461,Bacillus subtilis subsp. subtilis,subspecies,2,10.00,10.00
224308,Bacillus subtilis subsp. subtilis str. 168,below_subspecies,1,10.00,10.00
535026,Bacillus subtilis subsp. subtilis str. NCIB 3610,below_subspecies,1,10.00,10.00
1428,Bacillus thuringiensis,species,6,14.00,13.67
714359,Bacillus thuringiensis BMB171,below_below_species,1,14.00,14.00
1001229,Bacillus thuringiensis serovar chinensis,below_species,1,13.00,13.00
541229,Bacillus thuringiensis serovar chinensis CT-43,below_below_species,1,13.00,13.00
29337,Bacillus thuringiensis serovar finitimus,below_species,1,14.00,14.00
930170,Bacillus thuringiensis serovar finitimus YBT-020,below_below_species,1,14.00,14.00
180856,Bacillus thuringiensis serovar konkukian,below_species,1,14.00,14.00
281309,Bacillus thuringiensis serovar konkukian str. 97-27,below_below_species,1,14.00,14.00
29339,Bacillus thuringiensis serovar kurstaki,below_species,1,14.00,14.00
412694,Bacillus thuringiensis str. Al Hakam,below_species,1,14.00,14.00
86662,Bacillus weihenstephanensis,species,2,14.00,14.00
315730,Bacillus weihenstephanensis KBAB4,below_species,1,14.00,14.00
2,Bacteria,superkingdom,21,2.00,2.19
815,Bacteroidaceae,family,1,6.00,6.00
171549,Bacteroidales,order,4,4.75,4.38
816,Bacteroides,genus,3,6.00,6.00
817,Bacteroides fragilis,species,2,6.00,6.00
272559,Bacteroides fragilis NCTC 9343,below_species,1,6.00,6.00
295405,Bacteroides fragilis YCH46,below_species,1,6.00,6.00
818,Bacteroides thetaiotaomicron,species,1,5.00,5.00
226186,Bacteroides thetaiotaomicron VPI-5482,below_species,1,5.00,5.00
821,Bacteroides vulgatus,species,1,7.00,7.00
435590,Bacteroides vulgatus ATCC 8482,below_species,1,7.00,7.00
976,Bacteroidetes,phylum,6,2.75,2.79
1100069,Bacteroidetes Order II. Incertae sedis,order,1,1.00,1.00
68336,Bacteroidetes/Chlorobi group,superphylum,2,2.12,2.12
200643,Bacteroidia,class,1,4.75,4.75
773,Bartonella,genus,4,2.00,2.00
774,Bartonella bacilliformis,species,1,2.00,2.00
360095,Bartonella bacilliformis KC583,below_species,1,2.00,2.00
33045,Bartonella grahamii,species,1,2.00,2.00
634504,Bartonella grahamii as4aup,below_species,1,2.00,2.00
803,Bartonella quintana,species,1,2.00,2.00
283165,Bartonella quintana str. Toulouse,below_species,1,2.00,2.00
85701,Bartonella tribocorum,species,1,2.00,2.00
382640,Bartonella tribocorum CIP 105476,below_species,1,2.00,2.00
772,Bartonellaceae,family,1,2.00,2.00
697331,Basfia,genus,1,6.00,6.00
374463,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),below_species,1,2.00,2.00
532,Beijerinckia,genus,1,3.00,3.00
533,Beijerinckia indica,species,1,3.00,3.00
31994,Beijerinckia indica subsp. indica,subspecies,1,3.00,3.00
395963,Beijerinckia indica subsp. indica ATCC 9039,below_subspecies,1,3.00,3.00
45404,Beijerinckiaceae,family,2,2.50,2.50
28216,Betaproteobacteria,class,8,2.50,2.62
84756,Beutenbergia,genus,1,2.00,2.00
84757,Beutenbergia cavernae,species,1,2.00,2.00
471853,Beutenbergia cavernae DSM 12333,below_species,1,2.00,2.00
125316,Beutenbergiaceae,family,1,2.00,2.00
31953,Bifidobacteriaceae,family,1,4.00,4.00
85004,Bifidobacteriales,order,1,4.00,4.00
1678,Bifidobacterium,genus,6,4.00,3.83
1680,Bifidobacterium adolescentis,species,1,5.00,5.00
367928,Bifidobacterium adolescentis ATCC 15703,below_species,1,5.00,5.00
28025,Bifidobacterium animalis,species,1,4.00,4.00
302911,Bifidobacterium animalis subsp. lactis,subspecies,5,4.00,3.60
442563,Bifidobacterium animalis subsp. lactis AD011,below_subspecies,1,2.00,2.00
552531,Bifidobacterium animalis subsp. lactis BB-12,below_subspecies,1,4.00,4.00
580050,Bifidobacterium animalis subsp. lactis Bl-04,below_subspecies,1,4.00,4.00
555970,Bifidobacterium animalis subsp. lactis DSM 10140,below_subspecies,1,4.00,4.00
573236,Bifidobacterium animalis subsp. lactis V9,below_subspecies,1,4.00,4.00
1681,Bifidobacterium bifidum,species,2,3.00,3.00
702459,Bifidobacterium bifidum PRL2010,below_species,1,3.00,3.00
883062,Bifidobacterium bifidum S17,below_species,1,3.00,3.00
1685,Bifidobacterium breve,species,1,3.00,3.00
1689,Bifidobacterium dentium,species,1,4.00,4.00
401473,Bifidobacterium dentium Bd1,below_species,1,4.00,4.00
216816,Bifidobacterium longum,species,4,4.00,3.75
205913,Bifidobacterium longum DJO10A,below_species,1,4.00,4.00
206672,Bifidobacterium longum NCC2705,below_species,1,4.00,4.00
1682,Bifidobacterium longum subsp. infantis,subspecies,1,4.00,4.00
391904,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222,below_subspecies,1,4.00,4.00
1679,Bifidobacterium longum subsp. longum,subspecies,2,3.00,3.00
890402,Bifidobacterium longum subsp. longum BBMN68,below_subspecies,1,3.00,3.00
759350,Bifidobacterium longum subsp. longum JDM301,below_subspecies,1,3.00,3.00
265487,Blastopirellula,genus,1,2.00,2.00
124,Blastopirellula marina,species,1,2.00,2.00
517,Bordetella,genus,2,3.00,3.00
521,Bordetella avium,species,1,3.00,3.00
360910,Bordetella avium 197N,below_species,1,3.00,3.00
520,Bordetella pertussis,species,1,3.00,3.00
1017264,Bordetella pertussis CS,below_species,1,3.00,3.00
138,Borrelia,genus,6,1.00,1.00
29518,Borrelia afzelii,species,2,1.50,1.50
390236,Borrelia afzelii PKo,below_species,1,2.00,2.00
143,Borrelia anserina,species,1,1.00,1.00
664662,Borrelia bavariensis,species,1,1.00,1.00
139,Borrelia burgdorferi,species,5,1.00,1.00
224326,Borrelia burgdorferi B31,below_species,1,1.00,1.00
521008,Borrelia burgdorferi JD1,below_species,1,1.00,1.00
521007,Borrelia burgdorferi N40,below_species,1,1.00,1.00
445985,Borrelia burgdorferi ZS7,below_species,1,1.00,1.00
64895,Borrelia burgdorferi group,species_group,4,1.00,1.12
40834,Borrelia duttonii,species,1,1.00,1.00
412419,Borrelia duttonii Ly,below_species,1,1.00,1.00
29519,Borrelia garinii,species,1,1.00,1.00
290434,Borrelia garinii PBi,below_species,1,1.00,1.00
140,Borrelia hermsii,species,2,1.00,1.00
314723,Borrelia hermsii HS1,below_species,1,1.00,1.00
44449,Borrelia recurrentis,species,1,1.00,1.00
412418,Borrelia recurrentis A1,below_species,1,1.00,1.00
142,Borrelia turicatae,species,1,1.00,1.00
314724,Borrelia turicatae 91E135,below_species,1,1.00,1.00
43668,Brachybacterium,genus,1,3.00,3.00
43669,Brachybacterium faecium,species,1,3.00,3.00
446465,Brachybacterium faecium DSM 4810,below_species,1,3.00,3.00
29521,Brachyspira,genus,3,1.00,1.00
159,Brachyspira hyodysenteriae,species,2,1.00,1.00
565034,Brachyspira hyodysenteriae WA1,below_species,1,1.00,1.00
84378,Brachyspira murdochii,species,1,1.00,1.00
526224,Brachyspira murdochii DSM 12563,below_species,1,1.00,1.00
52584,Brachyspira pilosicoli,species,1,1.00,1.00
759914,Brachyspira pilosicoli 95/1000,below_species,1,1.00,1.00
143786,Brachyspiraceae,family,1,1.00,1.00
41294,Bradyrhizobiaceae,family,4,1.00,1.25
374,Bradyrhizobium,genus,2,1.00,1.00
1355477,Bradyrhizobium diazoefficiens,species,1,1.00,1.00
224911,Bradyrhizobium diazoefficiens USDA 110,below_species,1,1.00,1.00
375,Bradyrhizobium japonicum,species,1,1.00,1.00
55080,Brevibacillus,genus,1,15.00,15.00
1393,Brevibacillus brevis,species,1,15.00,15.00
358681,Brevibacillus brevis NBRC 100599,below_species,1,15.00,15.00
41275,Brevundimonas,genus,1,2.00,2.00
74313,Brevundimonas subvibrioides,species,1,2.00,2.00
633149,Brevundimonas subvibrioides ATCC 15264,below_species,1,2.00,2.00
234,Brucella,genus,6,3.00,3.00
235,Brucella abortus,species,3,3.00,3.00
430066,Brucella abortus S19,below_species,1,3.00,3.00
35802,Brucella abortus bv. 1,below_species,1,3.00,3.00
262698,Brucella abortus bv. 1 str. 9-941,below_below_species,1,3.00,3.00
36855,Brucella canis,species,1,3.00,3.00
483179,Brucella canis ATCC 23365,below_species,1,3.00,3.00
29459,Brucella melitensis,species,2,3.00,3.00
546272,Brucella melitensis ATCC 23457,below_below_species,1,3.00,3.00
359391,Brucella melitensis biovar Abortus 2308,below_species,1,3.00,3.00
644337,Brucella melitensis bv. 1,below_species,1,3.00,3.00
224914,Brucella melitensis bv. 1 str. 16M,below_below_species,1,3.00,3.00
645169,Brucella melitensis bv. 2,below_species,1,3.00,3.00
444163,Brucella microti,species,1,3.00,3.00
568815,Brucella microti CCM 4915,below_species,1,3.00,3.00
236,Brucella ovis,species,1,3.00,3.00
444178,Brucella ovis ATCC 25840,below_species,1,3.00,3.00
29461,Brucella suis,species,2,3.00,3.00
