tax_id,tax_name,rank,num_records,median,mean
940265,Acetobacter pasteurianus subsp. pasteurianus LMG 1262 = NBRC 106471,below_subspecies,1,5.00,5.00
104098,Acetobacter peroxydans,species,1,5.00,5.00
1076596,Acetobacter persici,species,1,5.00,5.00
65959,Acetobacter pomorum,species,1,5.00,5.00
446692,Acetobacter senegalensis,species,1,5.00,5.00
151157,Acetobacter subgen. Acetobacter,subgenus,1,5.00,5.00
146476,Acetobacter syzygii,species,1,5.00,5.00
104102,Acetobacter tropicalis,species,1,5.00,5.00
433,Acetobacteraceae,family,6,4.00,3.67
33951,Acetobacterium,genus,1,5.00,5.00
52689,Acetobacterium bakii,species,1,5.00,5.00
52690,Acetobacterium carbinolicum,species,1,5.00,5.00
346376,Acetobacterium carbinolicum subsp. kysingense,subspecies,1,5.00,5.00
52691,Acetobacterium fimetarium,species,1,5.00,5.00
52692,Acetobacterium malicum,species,1,5.00,5.00
52693,Acetobacterium paludosum,species,1,5.00,5.00
93718,Acetobacterium psammolithicum,species,1,5.00,5.00
258721,Acetobacterium submarinus,species,1,5.00,5.00
132932,Acetobacterium tundrae,species,1,5.00,5.00
52694,Acetobacterium wieringae,species,1,5.00,5.00
33952,Acetobacterium woodii,species,1,5.00,5.00
931626,Acetobacterium woodii DSM 1030,below_species,1,5.00,5.00
28186,Acetohalobium,genus,1,5.00,5.00
28187,Acetohalobium arabaticum,species,1,5.00,5.00
574087,Acetohalobium arabaticum DSM 5501,below_species,1,5.00,5.00
49894,Acetomicrobium,genus,1,6.00,6.00
937334,Acetomicrobium faecale,species,1,6.00,6.00
49896,Acetomicrobium flavidum,species,1,6.00,6.00
2373,Acetonema,genus,1,4.00,4.00
2374,Acetonema longum,species,1,4.00,4.00
2147,Acholeplasma,genus,3,2.00,2.00
29552,Acholeplasma axanthum,species,1,2.00,2.00
61635,Acholeplasma brassicae,species,3,2.00,2.00
264633,Acholeplasma cavigenitalium,species,3,2.00,2.00
264634,Acholeplasma equifetale,species,3,2.00,2.00
264635,Acholeplasma granularum,species,1,2.00,2.00
264636,Acholeplasma hippikon,species,3,2.00,2.00
2148,Acholeplasma laidlawii,species,2,2.00,2.00
441768,Acholeplasma laidlawii PG-8A,below_species,1,2.00,2.00
2150,Acholeplasma modicum,species,3,2.00,2.00
264637,Acholeplasma morum,species,3,2.00,2.00
264638,Acholeplasma multilocale,species,3,2.00,2.00
35623,Acholeplasma oculi,species,3,2.00,2.00
38986,Acholeplasma palmae,species,3,2.00,2.00
264639,Acholeplasma parvum,species,3,2.00,2.00
228419,Acholeplasma pleciae,species,3,2.00,2.00
69473,Acholeplasma vituli,species,3,2.00,2.00
2146,Acholeplasmataceae,family,1,2.00,2.00
186329,Acholeplasmatales,order,1,2.00,2.00
44937,Achromatium,genus,2,3.00,3.00
81840,Achromatium minus,species,2,3.00,3.00
44938,Achromatium oxaliferum,species,2,3.00,3.00
222,Achromobacter,genus,1,3.00,3.00
1287736,Achromobacter aegrifaciens,species,1,3.00,3.00
1287737,Achromobacter anxifer,species,1,3.00,3.00
1147684,Achromobacter arsenitoxydans,species,1,3.00,3.00
477184,Achromobacter arsenitoxydans SY8,below_species,1,3.00,3.00
1114982,Achromobacter cholinophagum,species,1,3.00,3.00
223,Achromobacter cycloclastes,species,1,3.00,3.00
32002,Achromobacter denitrificans,species,1,3.00,3.00
1287738,Achromobacter dolens,species,1,3.00,3.00
217204,Achromobacter insolitus,species,1,3.00,3.00
1287735,Achromobacter insuavis,species,1,3.00,3.00
470868,Achromobacter marplatensis,species,1,3.00,3.00
72556,Achromobacter piechaudii,species,1,3.00,3.00
72557,Achromobacter ruhlandii,species,1,3.00,3.00
217203,Achromobacter spanius,species,1,3.00,3.00
1169847,Achromobacter spiritinus,species,1,3.00,3.00
85698,Achromobacter xylosoxidans,species,1,3.00,3.00
762376,Achromobacter xylosoxidans A8,below_species,1,3.00,3.00
1167634,Achromobacter xylosoxidans NH44784-1996,below_species,1,3.00,3.00
65402,Acidaminobacter,genus,2,5.00,5.00
65403,Acidaminobacter hydrogenoformans,species,2,5.00,5.00
909930,Acidaminococcaceae,family,1,4.50,4.50
904,Acidaminococcus,genus,2,4.50,4.50
905,Acidaminococcus fermentans,species,1,6.00,6.00
591001,Acidaminococcus fermentans DSM 20731,below_species,1,6.00,6.00
187327,Acidaminococcus intestini,species,1,3.00,3.00
568816,Acidaminococcus intestini RyC-MR95,below_species,1,3.00,3.00
368783,Acidicaldus,genus,6,4.00,3.67
209650,Acidicaldus organivorans,species,6,4.00,3.67
1078830,Acidicapsa,genus,2,1.25,1.25
946336,Acidicapsa borealis,species,2,1.25,1.25
542300,Acidicapsa ligni,species,2,1.25,1.25
986106,Acidiferrobacter,genus,3,2.00,1.67
163359,Acidiferrobacter thiooxydans,species,3,2.00,1.67
84994,Acidimicrobiaceae,family,1,2.00,2.00
84993,Acidimicrobiales,order,1,2.00,2.00
84992,Acidimicrobidae,subclass,1,2.00,2.00
255726,Acidimicrobineae,suborder,1,2.00,2.00
53634,Acidimicrobium,genus,1,2.00,2.00
53635,Acidimicrobium ferrooxidans,species,1,2.00,2.00
525909,Acidimicrobium ferrooxidans DSM 10331,below_species,1,2.00,2.00
522,Acidiphilium,genus,1,2.00,2.00
76588,Acidiphilium acidophilum,species,1,2.00,2.00
523,Acidiphilium angustum,species,1,2.00,2.00
524,Acidiphilium cryptum,species,1,2.00,2.00
349163,Acidiphilium cryptum JF-5,below_species,1,2.00,2.00
62140,Acidiphilium multivorum,species,1,2.00,2.00
926570,Acidiphilium multivorum AIU301,below_species,1,2.00,2.00
33999,Acidiphilium organovorum,species,1,2.00,2.00
526,Acidiphilium rubrum,species,1,2.00,2.00
94005,Acidiphilium symbioticum,species,1,2.00,2.00
1000999,Acidipila,genus,2,1.25,1.25
768535,Acidipila rosea,species,2,1.25,1.25
512381,Acidisoma,genus,6,4.00,3.67
512383,Acidisoma sibiricum,species,6,4.00,3.67
512382,Acidisoma tundrae,species,6,4.00,3.67
50714,Acidisphaera,genus,6,4.00,3.67
50715,Acidisphaera rubrifaciens,species,6,4.00,3.67
1042325,Aciditerrimonas,genus,1,2.00,2.00
667306,Aciditerrimonas ferrireducens,species,1,2.00,2.00
225058,Acidithiobacillaceae,family,1,2.00,2.00
225057,Acidithiobacillales,order,1,2.00,2.00
119977,Acidithiobacillus,genus,2,2.00,2.00
119978,Acidithiobacillus albertensis,species,2,2.00,2.00
33059,Acidithiobacillus caldus,species,1,2.00,2.00
990288,Acidithiobacillus caldus SM-1,below_species,1,2.00,2.00
100486,Acidithiobacillus cuprithermicus,species,2,2.00,2.00
1232575,Acidithiobacillus ferridurans,species,2,2.00,2.00
160808,Acidithiobacillus ferrivorans,species,2,2.00,2.00
743299,Acidithiobacillus ferrivorans SS3,below_species,2,2.00,2.00
920,Acidithiobacillus ferrooxidans,species,2,2.00,2.00
243159,Acidithiobacillus ferrooxidans ATCC 23270,below_species,1,2.00,2.00
380394,Acidithiobacillus ferrooxidans ATCC 53993,below_species,1,2.00,2.00
947301,Acidithiobacillus ferrooxidans SRDSM2,below_species,2,2.00,2.00
930,Acidithiobacillus thiooxidans,species,2,2.00,2.00
57723,Acidobacteria,phylum,4,1.62,1.56
204434,Acidobacteriaceae,family,2,1.25,1.25
204433,Acidobacteriales,order,1,1.25,1.25
204432,Acidobacteriia,class,1,1.25,1.25
33973,Acidobacterium,genus,1,1.00,1.00
33075,Acidobacterium capsulatum,species,1,1.00,1.00
240015,Acidobacterium capsulatum ATCC 51196,below_species,1,1.00,1.00
50709,Acidocella,genus,6,4.00,3.67
472056,Acidocella aluminiidurans,species,6,4.00,3.67
33998,Acidocella aminolytica,species,6,4.00,3.67
525,Acidocella facilis,species,6,4.00,3.67
34000,Acidomonas,genus,6,4.00,3.67
437,Acidomonas methanolica,species,6,4.00,3.67
85032,Acidothermaceae,family,1,1.00,1.00
28048,Acidothermus,genus,1,1.00,1.00
28049,Acidothermus cellulolyticus,species,1,1.00,1.00
351607,Acidothermus cellulolyticus 11B,below_species,1,1.00,1.00
12916,Acidovorax,genus,3,3.00,3.00
192388,Acidovorax aerodenitrificans,species,3,3.00,3.00
78229,Acidovorax anthurii,species,3,3.00,3.00
80867,Acidovorax avenae,species,1,3.00,3.00
80870,Acidovorax avenae subsp. avenae,subspecies,1,3.00,3.00
643561,Acidovorax avenae subsp. avenae ATCC 19860,below_subspecies,1,3.00,3.00
343013,Acidovorax caeni,species,3,3.00,3.00
80868,Acidovorax cattleyae,species,3,3.00,3.00
80869,Acidovorax citrulli,species,1,3.00,3.00
397945,Acidovorax citrulli AAC00-1,below_species,1,3.00,3.00
86669,Acidovorax defluvii,species,3,3.00,3.00
47920,Acidovorax delafieldii,species,3,3.00,3.00
721785,Acidovorax ebreus,species,1,3.00,3.00
535289,Acidovorax ebreus TPSY,below_species,1,3.00,3.00
12917,Acidovorax facilis,species,3,3.00,3.00
32040,Acidovorax konjaci,species,3,3.00,3.00
862720,Acidovorax oryzae,species,3,3.00,3.00
758826,Acidovorax radicis,species,3,3.00,3.00
592050,Acidovorax soli,species,3,3.00,3.00
80878,Acidovorax temperans,species,3,3.00,3.00
187868,Acidovorax valerianellae,species,3,3.00,3.00
1177982,Acidovorax wautersii,species,3,3.00,3.00
121873,Acidovorax wohlfahrtii,species,3,3.00,3.00
469,Acinetobacter,genus,10,6.00,6.20
363192,Acinetobacter antiviralis,species,10,6.00,6.20
470,Acinetobacter baumannii,species,5,6.00,5.60
696749,Acinetobacter baumannii 1656-2,below_species,5,6.00,5.60
480119,Acinetobacter baumannii AB0057,below_species,1,6.00,6.00
557600,Acinetobacter baumannii AB307-0294,below_species,1,6.00,6.00
405416,Acinetobacter baumannii ACICU,below_species,1,6.00,6.00
400667,Acinetobacter baumannii ATCC 17978,below_species,1,5.00,5.00
1096995,Acinetobacter baumannii BJAB07104,below_species,5,6.00,5.60
1096996,Acinetobacter baumannii BJAB0715,below_species,5,6.00,5.60
1096997,Acinetobacter baumannii BJAB0868,below_species,5,6.00,5.60
903895,Acinetobacter baumannii Canada BC-5,below_species,5,6.00,5.60
945556,Acinetobacter baumannii D1279779,below_species,5,6.00,5.60
889738,Acinetobacter baumannii MDR-TJ,below_species,5,6.00,5.60
497978,Acinetobacter baumannii MDR-ZJ06,below_species,5,6.00,5.60
1401639,Acinetobacter baumannii NCGM 237,below_species,5,6.00,5.60
903896,Acinetobacter baumannii Naval-17,below_species,5,6.00,5.60
903897,Acinetobacter baumannii Naval-18,below_species,5,6.00,5.60
903898,Acinetobacter baumannii Naval-81,below_species,5,6.00,5.60
903890,Acinetobacter baumannii OIFC032,below_species,5,6.00,5.60
903891,Acinetobacter baumannii OIFC083,below_species,5,6.00,5.60
903892,Acinetobacter baumannii OIFC109,below_species,5,6.00,5.60
903889,Acinetobacter baumannii OIFC137,below_species,5,6.00,5.60
903893,Acinetobacter baumannii OIFC143,below_species,5,6.00,5.60
903894,Acinetobacter baumannii OIFC189,below_species,5,6.00,5.60
509170,Acinetobacter baumannii SDF,below_species,1,5.00,5.00
980514,Acinetobacter baumannii TCDC-AB0715,below_species,5,6.00,5.60
1100841,Acinetobacter baumannii TYTH-1,below_species,5,6.00,5.60
1400867,Acinetobacter baumannii ZW85-1,below_species,5,6.00,5.60
202950,Acinetobacter baylyi,species,1,7.00,7.00
262668,Acinetobacter beijerinckii,species,10,6.00,6.20
106648,Acinetobacter bereziniae,species,10,6.00,6.20
1219383,Acinetobacter boissieri,species,10,6.00,6.20
202951,Acinetobacter bouvetii,species,10,6.00,6.20
396323,Acinetobacter brisouii,species,10,6.00,6.20
471,Acinetobacter calcoaceticus,species,1,6.00,6.00
871585,Acinetobacter calcoaceticus PHEA-2,below_species,1,6.00,6.00
107673,Acinetobacter calcoaceticus subsp. anitratus,subspecies,1,6.00,6.00
909768,Acinetobacter calcoaceticus/baumannii complex,species_group,2,6.00,6.00
981326,Acinetobacter genomosp. 3 str. DSM 21653,below_species,2,6.00,6.00
230146,Acinetobacter genomosp. C1,species,10,6.00,6.20
202952,Acinetobacter gerneri,species,10,6.00,6.20
106649,Acinetobacter guillouiae,species,10,6.00,6.20
134534,Acinetobacter gyllenbergii,species,10,6.00,6.20
29430,Acinetobacter haemolyticus,species,10,6.00,6.20
756892,Acinetobacter indicus,species,10,6.00,6.20
40214,Acinetobacter johnsonii,species,10,6.00,6.20
40215,Acinetobacter junii,species,1,6.00,6.00
595670,Acinetobacter kyonggiensis,species,10,6.00,6.20
28090,Acinetobacter lwoffii,species,1,6.00,6.00
281375,Acinetobacter marinus,species,10,6.00,6.20
1219382,Acinetobacter nectaris,species,10,6.00,6.20
106654,Acinetobacter nosocomialis,species,2,6.00,6.00
1148157,Acinetobacter oleivorans,species,1,6.00,6.00
436717,Acinetobacter oleivorans DR1,below_species,1,6.00,6.00
134533,Acinetobacter parvus,species,10,6.00,6.20
48296,Acinetobacter pittii,species,2,6.00,6.00
320323,Acinetobacter psychrotolerans,species,10,6.00,6.20
1096779,Acinetobacter puyangensis,species,10,6.00,6.20
40216,Acinetobacter radioresistens,species,1,6.00,6.00
903900,Acinetobacter radioresistens WC-A-157,below_species,1,6.00,6.00
243922,Acinetobacter rhizosphaerae,species,10,6.00,6.20
632955,Acinetobacter rudis,species,10,6.00,6.20
421052,Acinetobacter rudis CIP 110305,below_species,10,6.00,6.20
108981,Acinetobacter schindleri,species,1,6.00,6.00
281376,Acinetobacter seohaensis,species,10,6.00,6.20
465797,Acinetobacter septicus,species,10,6.00,6.20
487316,Acinetobacter soli,species,10,6.00,6.20
202954,Acinetobacter tandoii,species,1,6.00,6.00
202955,Acinetobacter tjernbergiae,species,1,6.00,6.00
202956,Acinetobacter towneri,species,1,7.00,7.00
108980,Acinetobacter ursingii,species,10,6.00,6.20
52133,Acinetobacter venetianus,species,10,6.00,6.20
410731,Acinetobacter xiamenensis,species,10,6.00,6.20
142642,Acinetosporaceae,family,2,2.00,2.00
42228,Acoraceae,family,2,2.00,2.00
91812,Acorales,order,2,2.00,2.00
4464,Acorus,genus,2,2.00,2.00
263995,Acorus americanus,species,2,2.00,2.00
4465,Acorus calamus,species,2,2.00,2.00
90974,Acrocarpospora,genus,2,4.75,4.75
35763,Acrocarpospora corrugata,species,2,4.75,4.75
150177,Acrocarpospora macrocephala,species,2,4.75,4.75
1070424,Acrocarpospora phusangensis,species,2,4.75,4.75
90975,Acrocarpospora pleiomorpha,species,2,4.75,4.75
1437180,Acrogymnospermae,below_below_below_below_below_below_phylum,2,2.00,2.00
449462,Actibacter,genus,6,3.00,3.33
449463,Actibacter sediminis,species,6,3.00,3.33
1433986,Actibacterium,genus,6,3.00,3.00
1087332,Actibacterium mucosum,species,6,3.00,3.00
1051898,Actimicrobium,genus,3,3.00,2.67
1051899,Actimicrobium antarcticum,species,3,3.00,2.67
667113,Actinoallomurus,genus,1,5.00,5.00
502577,Actinoallomurus acaciae,species,1,5.00,5.00
1136071,Actinoallomurus acanthiterrae,species,1,5.00,5.00
478109,Actinoallomurus amamiensis,species,1,5.00,5.00
478115,Actinoallomurus caesius,species,1,5.00,5.00
478106,Actinoallomurus coprocola,species,1,5.00,5.00
478108,Actinoallomurus fulvus,species,1,5.00,5.00
478107,Actinoallomurus iriomotensis,species,1,5.00,5.00
1080073,Actinoallomurus liliacearum,species,1,5.00,5.00
478111,Actinoallomurus luridus,species,1,5.00,5.00
502180,Actinoallomurus oryzae,species,1,5.00,5.00
478114,Actinoallomurus purpureus,species,1,5.00,5.00
877472,Actinoallomurus radicium,species,1,5.00,5.00
79912,Actinoallomurus spadix,species,1,5.00,5.00
1080074,Actinoallomurus vinaceus,species,1,5.00,5.00
478110,Actinoallomurus yoronensis,species,1,5.00,5.00
65496,Actinoalloteichus,genus,5,4.00,4.00
238876,Actinoalloteichus alkalophilus,species,5,4.00,4.00
65497,Actinoalloteichus cyanogriseus,species,5,4.00,4.00
340345,Actinoalloteichus hymeniacidonis,species,5,4.00,4.00
681644,Actinoalloteichus nanshanensis,species,5,4.00,4.00
252394,Actinoalloteichus spitiensis,species,5,4.00,4.00
713,Actinobacillus,genus,2,6.00,6.00
221404,Actinobacillus anseriformium,species,6,6.00,5.83
157339,Actinobacillus arthritidis,species,2,6.00,6.00
717,Actinobacillus capsulatus,species,2,6.00,6.00
51161,Actinobacillus delphinicola,species,2,6.00,6.00
718,Actinobacillus equuli,species,2,6.00,6.00
202947,Actinobacillus equuli subsp. equuli,subspecies,2,6.00,6.00
202948,Actinobacillus equuli subsp. haemolyticus,subspecies,2,6.00,6.00
254839,Actinobacillus genomosp. 1,species,2,6.00,6.00
230709,Actinobacillus genomosp. 2,species,2,6.00,6.00
719,Actinobacillus hominis,species,2,6.00,6.00
51049,Actinobacillus indolicus,species,2,6.00,6.00
720,Actinobacillus lignieresii,species,2,6.00,6.00
51047,Actinobacillus minor,species,2,6.00,6.00
67855,Actinobacillus muris,species,2,6.00,6.00
715,Actinobacillus pleuropneumoniae,species,3,6.00,6.00
434270,Actinobacillus pleuropneumoniae serovar 3,below_species,1,6.00,6.00
434271,Actinobacillus pleuropneumoniae serovar 3 str. JL03,below_below_species,1,6.00,6.00
44294,Actinobacillus pleuropneumoniae serovar 5,below_species,1,6.00,6.00
416269,Actinobacillus pleuropneumoniae serovar 5b str. L20,below_below_species,1,6.00,6.00
209841,Actinobacillus pleuropneumoniae serovar 7,below_species,1,6.00,6.00
537457,Actinobacillus pleuropneumoniae serovar 7 str. AP76,below_below_species,1,6.00,6.00
51048,Actinobacillus porcinus,species,2,6.00,6.00
189834,Actinobacillus porcitonsillarum,species,2,6.00,6.00
123820,Actinobacillus rossii,species,6,6.00,5.83
721,Actinobacillus salpingitidis,species,2,6.00,6.00
182182,Actinobacillus scotiae,species,2,6.00,6.00
722,Actinobacillus seminis,species,2,6.00,6.00
67854,Actinobacillus succinogenes,species,1,6.00,6.00
339671,Actinobacillus succinogenes 130Z,below_species,1,6.00,6.00
716,Actinobacillus suis,species,2,6.00,6.00
696748,Actinobacillus suis H91-0380,below_species,2,6.00,6.00
723,Actinobacillus ureae,species,2,6.00,6.00
1760,Actinobacteria,class,4,2.50,2.38
201174,Actinobacteria,phylum,1,2.50,2.50
85003,Actinobacteridae,subclass,2,3.50,3.50
76833,Actinobaculum,genus,2,3.00,3.00
202789,Actinobaculum massiliense,species,2,3.00,3.00
59505,Actinobaculum schaalii,species,2,3.00,3.00
1657,Actinobaculum suis,species,2,3.00,3.00
190146,Actinobaculum urinale,species,2,3.00,3.00
390988,Actinocatenispora,genus,2,3.00,3.00
519421,Actinocatenispora rupis,species,2,3.00,3.00
390989,Actinocatenispora sera,species,2,3.00,3.00
227318,Actinocatenispora thailandica,species,2,3.00,3.00
58108,Actinocorallia,genus,1,5.00,5.00
46204,Actinocorallia aurantiaca,species,1,5.00,5.00
65511,Actinocorallia aurea,species,1,5.00,5.00
328075,Actinocorallia cavernae,species,1,5.00,5.00
46203,Actinocorallia glomerata,species,1,5.00,5.00
58109,Actinocorallia herbida,species,1,5.00,5.00
46162,Actinocorallia libanotica,species,1,5.00,5.00
111803,Actinocorallia longicatena,species,1,5.00,5.00
455342,Actinocorallia spatholoba,species,1,5.00,5.00
39845,Actinokineospora,genus,5,4.00,4.00
155976,Actinokineospora auranticolor,species,5,4.00,4.00
547056,Actinokineospora baliensis,species,5,4.00,4.00
1193682,Actinokineospora bangkokensis,species,5,4.00,4.00
585224,Actinokineospora cianjurensis,species,5,4.00,4.00
547057,Actinokineospora cibodasensis,species,5,4.00,4.00
103728,Actinokineospora diospyrosa,species,5,4.00,4.00
155975,Actinokineospora enzanensis,species,5,4.00,4.00
1816,Actinokineospora fastidiosa,species,5,4.00,4.00
103729,Actinokineospora globicatena,species,5,4.00,4.00
103730,Actinokineospora inagensis,species,5,4.00,4.00
39846,Actinokineospora riparia,species,5,4.00,4.00
1048753,Actinokineospora soli,species,5,4.00,4.00
155974,Actinokineospora terrae,species,5,4.00,4.00
1988,Actinomadura,genus,1,5.00,5.00
406431,Actinomadura alba,species,1,5.00,5.00
755139,Actinomadura apis,species,1,5.00,5.00
1990,Actinomadura atramentaria,species,1,5.00,5.00
453573,Actinomadura bangladeshensis,species,1,5.00,5.00
95160,Actinomadura catellatispora,species,1,5.00,5.00
392828,Actinomadura chibensis,species,1,5.00,5.00
454156,Actinomadura chokoriensis,species,1,5.00,5.00
46158,Actinomadura citrea,species,1,5.00,5.00
46159,Actinomadura coerulea,species,1,5.00,5.00
1991,Actinomadura cremea,species,1,5.00,5.00
31961,Actinomadura cremea subsp. cremea,subspecies,1,5.00,5.00
1992,Actinomadura echinospora,species,1,5.00,5.00
111802,Actinomadura fibrosa,species,1,5.00,5.00
1120938,Actinomadura flavalba,species,1,5.00,5.00
561175,Actinomadura flavalba DSM 45200,below_species,1,5.00,5.00
60706,Actinomadura formosensis,species,1,5.00,5.00
46160,Actinomadura fulvescens,species,1,5.00,5.00
882440,Actinomadura geliboluensis,species,1,5.00,5.00
96101,Actinomadura glauciflava,species,1,5.00,5.00
337895,Actinomadura hallensis,species,1,5.00,5.00
68565,Actinomadura hibisca,species,1,5.00,5.00
547461,Actinomadura keratinilytica,species,1,5.00,5.00
46161,Actinomadura kijaniata,species,1,5.00,5.00
163603,Actinomadura latina,species,1,5.00,5.00
79909,Actinomadura livida,species,1,5.00,5.00
46163,Actinomadura luteofluorescens,species,1,5.00,5.00
46164,Actinomadura macra,species,1,5.00,5.00
1993,Actinomadura madurae,species,1,5.00,5.00
454157,Actinomadura maheshkhaliensis,species,1,5.00,5.00
559626,Actinomadura meridiana,species,1,5.00,5.00
134959,Actinomadura mexicana,species,1,5.00,5.00
240840,Actinomadura meyerae,species,1,5.00,5.00
430685,Actinomadura miaoliensis,species,1,5.00,5.00
182080,Actinomadura namibiensis,species,1,5.00,5.00
267854,Actinomadura napierensis,species,1,5.00,5.00
134602,Actinomadura nitritigenes,species,1,5.00,5.00
111804,Actinomadura oligospora,species,1,5.00,5.00
111805,Actinomadura pelletieri,species,1,5.00,5.00
31962,Actinomadura rifamycini,species,1,5.00,5.00
115335,Actinomadura rubrobrunea,species,1,5.00,5.00
359158,Actinomadura rudentiformis,species,1,5.00,5.00
1994,Actinomadura rugatobispora,species,1,5.00,5.00
559627,Actinomadura rupiterrae,species,1,5.00,5.00
559629,Actinomadura scrupuli,species,1,5.00,5.00
1038904,Actinomadura sediminis,species,1,5.00,5.00
589159,Actinomadura sputi,species,1,5.00,5.00
111806,Actinomadura umbrina,species,1,5.00,5.00
46165,Actinomadura verrucosospora,species,1,5.00,5.00
115336,Actinomadura vinacea,species,1,5.00,5.00
58112,Actinomadura viridilutea,species,1,5.00,5.00
58110,Actinomadura viridis,species,1,5.00,5.00
887459,Actinomadura xylanilytica,species,1,5.00,5.00
111807,Actinomadura yumaensis,species,1,5.00,5.00
1654,Actinomyces,genus,2,3.00,3.00
1658,Actinomyces bovis,species,2,3.00,3.00
131109,Actinomyces bowdenii,species,2,3.00,3.00
100469,Actinomyces canis,species,2,3.00,3.00
181487,Actinomyces cardiffensis,species,2,3.00,3.00
888050,Actinomyces cardiffensis F0333,below_species,2,3.00,3.00
119495,Actinomyces catuli,species,2,3.00,3.00
103618,Actinomyces coleocanis,species,2,3.00,3.00
272548,Actinomyces dentalis,species,2,3.00,3.00
52767,Actinomyces denticolens,species,2,3.00,3.00
66228,Actinomyces europaeus,species,2,3.00,3.00
132933,Actinomyces funkei,species,2,3.00,3.00
230126,Actinomyces genomosp. C1,species,2,3.00,3.00
230127,Actinomyces genomosp. C2,species,2,3.00,3.00
52768,Actinomyces georgiae,species,2,3.00,3.00
52769,Actinomyces gerencseriae,species,2,3.00,3.00
55565,Actinomyces graevenitzii,species,2,3.00,3.00
595468,Actinomyces hominis,species,2,3.00,3.00
178339,Actinomyces hongkongensis,species,2,3.00,3.00
52770,Actinomyces hordeovulneris,species,2,3.00,3.00
52771,Actinomyces howellii,species,2,3.00,3.00
29316,Actinomyces hyovaginalis,species,2,3.00,3.00
1659,Actinomyces israelii,species,2,3.00,3.00
544581,Actinomyces johnsonii,species,2,3.00,3.00
114702,Actinomyces lingnae,species,2,3.00,3.00
156892,Actinomyces marimammalium,species,2,3.00,3.00
